District Name,Police Unit,Village Area Name,Beat Name,Total Crimes per beat,Sanctioned Strength of Assistant Sub-Inspectors per District,Sanctioned Strength of Head Constables per District,Sanctioned Strength of Police Constables per District,Normalised Crime Severity
"SP, UK, KARWAR",Kadra PS,R H CENTER,Rural Beat 29,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Kadra PS,RAJEEVANAGAR,Rural Beat 30,8.0,149,407,810,0.0005363573672515517
"SP, UK, KARWAR",Kadra PS,KPC COLONY,Rural Beat 27,13.0,149,407,810,0.0011110259750210711
"SP, UK, KARWAR",Kadra PS,BORE,Rural Beat 26,4.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Kadra PS,BASUNAGA,Rural Beat 5,1.0,149,407,810,0.00011493372155390391
"SP, UK, KARWAR",Kadra PS,HAPKARNI,Rural Beat 9,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Karwar Rural PS,ARGA,BEAT 1,160.0,149,407,810,0.004099302735422573
"SP, UK, KARWAR",Karwar Rural PS,MEKHERI,BEAT 3,244.0,149,407,810,0.0038311240517967973
"SP, UK, KARWAR",Karwar Rural PS,TODUR,BEAT 2,110.0,149,407,810,0.002758409317293694
"SP, UK, KARWAR",Karwar Rural PS,SIDDAR,BEAT 4,16.0,149,407,810,0.0007279135698413915
"SP, UK, KARWAR",Karwar Rural PS,BANGARAPPA NAGAR SHIRWADA,BEAT 23,13.0,149,407,810,0.0009960922534671672
"SP, UK, KARWAR",Karwar Rural PS,SEE BIRD COLONY,BEAT 18,13.0,149,407,810,0.0009960922534671672
"SP, UK, KARWAR",Karwar Rural PS,MANDRALI,BEAT 28,4.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Karwar Rural PS,AMADALLI,BEAT 13,4.0,149,407,810,0.0005363573672515517
"SP, UK, KARWAR",Karwar Rural PS,HALEKOTE,BEAT 30,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Karwar Rural PS,MAKKERI,BEAT 19,4.0,149,407,810,0.00030648992414374375
"SP, UK, KARWAR",Karwar Rural PS,SULTANPUR,BEAT 27,7.0,149,407,810,0.0002681786836257758
"SP, UK, KARWAR",Karwar Rural PS,SHIRWADA,BEAT 22,46.0,149,407,810,0.001455827139682783
"SP, UK, KARWAR",Karwar Rural PS,ASALWADA,BEAT 34,2.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Karwar Rural PS,RANEWADA,BEAT 8,3.0,149,407,810,0.0004214236456976477
"SP, UK, KARWAR",Karwar Rural PS,NAVAL BASE ARGA,BEAT 6,13.0,149,407,810,0.0008045360508773274
"SP, UK, KARWAR",Karwar Rural PS,KELAGIN CHENDIA,BEAT  7,16.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Karwar Rural PS,OKKALKERI KOKRE MUDALAMAKKI RAMANAGAR SEETANAGAR JIVANA NAGAR BILT COLONY,BEAT 5,25.0,149,407,810,0.001379204658646847
"SP, UK, KARWAR",Karwar Rural PS,BANDABAL SIDDAR,BEAT 35,11.0,149,407,810,0.0008811585319132634
"SP, UK, KARWAR",Karwar Rural PS,POST CHENDIA,BEAT 9,8.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Karwar Rural PS,TODURU,BEAT 10,10.0,149,407,810,0.0007279135698413915
"SP, UK, KARWAR",Karwar Rural PS,AMADALLI JADIGADDE NH,BEAT 16,5.0,149,407,810,0.00030648992414374375
"SP, UK, KARWAR",Karwar Rural PS,GHADSAY,BEAT 32,1.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Karwar Rural PS,MELIN MAKKERI,BEAT 20,6.0,149,407,810,0.0003448011646617117
"SP, UK, KARWAR",Karwar Rural PS,GUNAGIWADA,BEAT 11,2.0,149,407,810,0.00022986744310780782
"SP, UK, KARWAR",Karwar Rural PS,DEVATIWADA,BEAT 24,1.0,149,407,810,0.00011493372155390391
"SP, UK, KARWAR",Karwar Rural PS,GAONKARWADA,BEAT 14,1.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Karwar Rural PS,TODURU SEE BIRD COLONY,BEAT 12,5.0,149,407,810,0.0003831124051796797
"SP, UK, KARWAR",Karwar Rural PS,AMADALLI,BEAT 17,10.0,149,407,810,0.0005363573672515517
"SP, UK, KARWAR",Karwar Rural PS,BRGAL,BEAT 39,2.0,149,407,810,0.00030648992414374375
"SP, UK, KARWAR",Karwar Rural PS,KINNER,BEAT 31,5.0,149,407,810,0.0007279135698413915
"SP, UK, KARWAR",Karwar Rural PS,SAKALWADA AMBEDKAR COLY,BEAT 37,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Karwar Rural PS,HALEKOT,BEAT 29,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Karwar Rural PS,KADWADA,BEAT 26,3.0,149,407,810,0.0003448011646617117
"SP, UK, KARWAR",Karwar Rural PS,KELAGIN MAKKERI,BEAT 21,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Karwar Town PS,AZAD NAGAR,BEAT 5,46.0,149,407,810,0.0024136081526319824
"SP, UK, KARWAR",Karwar Town PS,BAITHKHOL,BEAT 1,266.0,149,407,810,0.0044441039000842845
"SP, UK, KARWAR",Karwar Town PS,TELANG ROAD,BEAT 6,105.0,149,407,810,0.00264347559573979
"SP, UK, KARWAR",Karwar Town PS,GREEN STREET,BEAT 3,430.0,149,407,810,0.005976553520803004
"SP, UK, KARWAR",Karwar Town PS,SONARWDA,BEAT 4,79.0,149,407,810,0.0034097004060991494
"SP, UK, KARWAR",Karwar Town PS,GANDHINAGAR,BEAT 2,139.0,149,407,810,0.004329170178530381
"SP, UK, KARWAR",Karwar Traffic PS,KARWAR,Town Beat,485.0,149,407,810,0.0003448011646617117
"SP, UK, KARWAR",Kumta PS,KODKANI,RURAL BEAT 2,428.0,149,407,810,0.0037928128112788293
"SP, UK, KARWAR",Kumta PS,HOLEGADDE,RURAL BEAT 3,306.0,149,407,810,0.004252547697494445
"SP, UK, KARWAR",Kumta PS,SIDDANABAVI,TOWN BEAT 1,459.0,149,407,810,0.004827216305263965
"SP, UK, KARWAR",Kumta PS,HARITTA,KATGAL RURAL BEAT 3,56.0,149,407,810,0.0023752969121140144
"SP, UK, KARWAR",Kumta PS,ALAKOD,KATGAL RURAL BEAT 1,84.0,149,407,810,0.0023752969121140144
"SP, UK, KARWAR",Kumta PS,GUDIGAR GALLI,TOWN BEAT 3,180.0,149,407,810,0.003984369013868669
"SP, UK, KARWAR",Kumta PS,HALKAR,RURAL BEAT 1,325.0,149,407,810,0.004597348862156157
"SP, UK, KARWAR",Kumta PS,NEHARU NAGAR,TOWN BEAT 2,174.0,149,407,810,0.003946057773350701
"SP, UK, KARWAR",Kumta PS,MURUR,KATGAL RURAL BEAT 2,55.0,149,407,810,0.0018772507853804306
"SP, UK, KARWAR",Kumta PS,AGHNASHINI,RURAL BEAT 7,75.0,149,407,810,0.002528541874185886
"SP, UK, KARWAR",Kumta PS,KONALLI,RURAL BEAT 4,105.0,149,407,810,0.00264347559573979
"SP, UK, KARWAR",Kumta PS,KANAKALE,KATGAL RURAL BEAT 4,7.0,149,407,810,0.0005746686077695196
"SP, UK, KARWAR",Kumta PS,BASOLLI,RURAL BEAT 6,58.0,149,407,810,0.002720098076775726
"SP, UK, KARWAR",Kumta PS,SANTGAL,RURAL BEAT 5,42.0,149,407,810,0.0020304957474523025
"SP, UK, KARWAR",Mallapura PS,kerawadi,rural beat 1,33.0,149,407,810,0.0018006283043444948
"SP, UK, KARWAR",Mallapura PS,mallapur,rural beat 4,181.0,149,407,810,0.0032947666845452458
"SP, UK, KARWAR",Mallapura PS,devalmakki,rural beat 2,50.0,149,407,810,0.002528541874185886
"SP, UK, KARWAR",Mallapura PS,virje,rural beat 3,23.0,149,407,810,0.001494138380200751
"SP, UK, KARWAR",Mallapura PS,NA village,BELURU,1.0,149,407,810,0.00015324496207187187
"SP, UK, KARWAR",Manki PS,APSARAKONDA,BEAT NO 01,306.0,149,407,810,0.0037928128112788293
"SP, UK, KARWAR",Manki PS,SARASVATKERI,BEAT NO 04,227.0,149,407,810,0.0034863228871350855
"SP, UK, KARWAR",Manki PS,SAMPOLLI,BEAT NO 03,146.0,149,407,810,0.002758409317293694
"SP, UK, KARWAR",Manki PS,NAVAYATKERI,BEAT NO 05,115.0,149,407,810,0.0032181442035093097
"SP, UK, KARWAR",Manki PS,BALKURU,BEAT NO 02,136.0,149,407,810,0.0033330779250632134
"SP, UK, KARWAR",Manki PS,KOTA,NOT APPLICABLE,6.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,MELINA IDAGUNJI,BEAT NO 06,45.0,149,407,810,0.0018006283043444948
"SP, UK, KARWAR",Manki PS,TUMBEBILU,NOT APPLICABLE,3.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,HEGGAR,NOT APPLICABLE,1.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,BALKURU,NOT APPLICABLE,5.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,SULEBILU,NOT APPLICABLE,1.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,DABBODA,NOT APPLICABLE,1.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,MOLKOD,BEAT NO 09,3.0,149,407,810,0.00015324496207187187
"SP, UK, KARWAR",Manki PS,ADUKULA,NOT APPLICABLE,1.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,BERANKI,NOT APPLICABLE,2.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,HADIKAL,NOT APPLICABLE,2.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Manki PS,KELAGINA IDAGUNJI,BEAT NO 07,17.0,149,407,810,0.0008045360508773274
"SP, UK, KARWAR",Manki PS,MALKOD,BEAT NO 08,7.0,149,407,810,0.0005746686077695196
"SP, UK, KARWAR",Manki PS,GUDEMAKKI,BEAT NO 10,6.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Mundgod PS,DESHAPANDENAGAR,NEW BEAT NO 42,168.0,149,407,810,0.0033330779250632134
"SP, UK, KARWAR",Mundgod PS,BAS STAND,NEW BEAT NO 43,125.0,149,407,810,0.0031798329629913417
"SP, UK, KARWAR",Mundgod PS,KODAMBI,NEW BEAT NO 32,163.0,149,407,810,0.0031798329629913417
"SP, UK, KARWAR",Mundgod PS,Salgaon,NEW BEAT NO 27,178.0,149,407,810,0.0032181442035093097
"SP, UK, KARWAR",Mundgod PS,KURLI,NEW BEAT NO 33,126.0,149,407,810,0.0031798329629913417
"SP, UK, KARWAR",Mundgod PS,UCHAGERI,NEW BEAT NO 29,30.0,149,407,810,0.0018006283043444948
"SP, UK, KARWAR",Mundgod PS,Kundargi,NEW BEAT NO 10,160.0,149,407,810,0.0030265880009194696
"SP, UK, KARWAR",Mundgod PS,KENDALAGERI,NEW BEAT NO 16,80.0,149,407,810,0.0031415217224733736
"SP, UK, KARWAR",Mundgod PS,CAMP NO I,NEW BEAT NO 41,35.0,149,407,810,0.0016473833422726229
"SP, UK, KARWAR",Mundgod PS,CHIGALLI,NEW BEAT NO 19,131.0,149,407,810,0.004214236456976477
"SP, UK, KARWAR",Mundgod PS,HULIHONDA,NEW BEAT NO 11,39.0,149,407,810,0.0021454294690062066
"SP, UK, KARWAR",Mundgod PS,KOLAGI,NEW BEAT NO 38,5.0,149,407,810,0.0005746686077695196
"SP, UK, KARWAR",Mundgod PS,KAMBARAGATTI PLAT,NEW BEAT NO 05,16.0,149,407,810,0.001417515899164815
"SP, UK, KARWAR",Mundgod PS,NEHARU NAGAR,NEW BEAT NO 07,20.0,149,407,810,0.0019921845069343345
"SP, UK, KARWAR",Mundgod PS,KALAL ONI,NEW BEAT NO 03,8.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Mundgod PS,KILLE ONI,NEW BEAT NO 04,45.0,149,407,810,0.001455827139682783
"SP, UK, KARWAR",Mundgod PS,CHIGALLI,NEW BEAT NO 21,35.0,149,407,810,0.0016856945827905907
"SP, UK, KARWAR",Mundgod PS,INDURU,NEW BEAT NO 13,56.0,149,407,810,0.0019155620258983987
"SP, UK, KARWAR",Mundgod PS,YALLAPURA ROAD,NEW BEAT NO 02,42.0,149,407,810,0.001494138380200751
"SP, UK, KARWAR",Mundgod PS,AGADI,NEW BEAT NO 09,29.0,149,407,810,0.0019538732664163665
"SP, UK, KARWAR",Mundgod PS,ONIKER,NEW BEAT NO 31,13.0,149,407,810,0.0011110259750210711
"SP, UK, KARWAR",Mundgod PS,KOPPA,NEW BEAT NO 34,22.0,149,407,810,0.0009577810129491993
"SP, UK, KARWAR",Mundgod PS,TEGGINAKOPPA,NEW BEAT NO 15,8.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Mundgod PS,YAREBAIL,NEW BEAT NO 12,8.0,149,407,810,0.0007279135698413915
"SP, UK, KARWAR",Mundgod PS,KARAGINAKOPPA,NEW BEAT NO 20,39.0,149,407,810,0.0015324496207187188
"SP, UK, KARWAR",Mundgod PS,DESHAPANDE NAGAR,NEW BEAT NO 01,13.0,149,407,810,0.0011110259750210711
"SP, UK, KARWAR",Mundgod PS,NAGANURU,NEW BEAT NO 26,13.0,149,407,810,0.0009960922534671672
"SP, UK, KARWAR",Mundgod PS,MAINALLI,NEW BEAT NO 17,20.0,149,407,810,0.0009577810129491993
"SP, UK, KARWAR",Mundgod PS,BEDASAGOAN,NEW BEAT NO 39,4.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Mundgod PS,KORAVARA ONI,NEW BEAT NO 06,8.0,149,407,810,0.0008428472913952953
"SP, UK, KARWAR",Mundgod PS,KHB COLONY,NEW BEAT NO 08,21.0,149,407,810,0.0015707608612366868
"SP, UK, KARWAR",Mundgod PS,CHOUDALLI,NEW BEAT NO 18,17.0,149,407,810,0.0011110259750210711
"SP, UK, KARWAR",Mundgod PS,NYASARGI,NEW BEAT NO 14,9.0,149,407,810,0.0006129798482874875
"SP, UK, KARWAR",Mundgod PS,RAMAPURA,NEW BEAT NO 30,26.0,149,407,810,0.0011876484560570072
"SP, UK, KARWAR",Mundgod PS,BASAVANAKOPPA,NEW BEAT NO 24,2.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Mundgod PS,MARAGADI,NEW BEAT NO 28,6.0,149,407,810,0.00022986744310780782
"SP, UK, KARWAR",Mundgod PS,KALAKERI,NEW BEAT NO 22,7.0,149,407,810,0.0005363573672515517
"SP, UK, KARWAR",Mundgod PS,KURLI,NEW BEAT NO 37,1.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Mundgod PS,ATTANAGI,NEW BEAT NO 25,4.0,149,407,810,0.00045973488621561565
"SP, UK, KARWAR",Mundgod PS,UMMACHAGI,NEW BEAT NO 40,2.0,149,407,810,0.00015324496207187187
"SP, UK, KARWAR",Mundgod PS,HARAGANAHALLI,NEW BEAT NO 35,5.0,149,407,810,0.0006896023293234234
"SP, UK, KARWAR",Murudeshwar PS,Mavalli,Town Beat1,388.0,149,407,810,0.004942150026817868
"SP, UK, KARWAR",Murudeshwar PS,KAIKINI,RURAL BEAT 1,636.0,149,407,810,0.004175925216458509
"SP, UK, KARWAR",Murudeshwar PS,GUMMANA HAKKAL,TOWN BEAT 2,177.0,149,407,810,0.0035246341276530535
"SP, UK, KARWAR",Murudeshwar PS,KATAGAR KOPPA,RURAL BEAT2,36.0,149,407,810,0.0018389395448624626
"SP, UK, KARWAR",Murudeshwar PS,OTHER LIMITES,Other Limits,1.0,149,407,810,0.00011493372155390391
"SP, UK, KARWAR",Ramanagar PS,Ramnagar,NEW BEAT 27,108.0,149,407,810,0.002873343038847598
"SP, UK, KARWAR",Ramanagar PS,kalambuli,NEW BEAT 7,97.0,149,407,810,0.0023752969121140144
"SP, UK, KARWAR",Ramanagar PS,Amseth,NEW BEAT 10,7.0,149,407,810,0.0004214236456976477
"SP, UK, KARWAR",Ramanagar PS,ilvedaba,NEW BEAT 12,3.0,149,407,810,0.0002681786836257758
"SP, UK, KARWAR",Ramanagar PS,Jagalbet,NEW BEAT 9,34.0,149,407,810,0.0022603631905601103
"SP, UK, KARWAR",Ramanagar PS,Ganeshgudi,NEW BEAT 28,43.0,149,407,810,0.0018006283043444948
"SP, UK, KARWAR",Ramanagar PS,Asu,NEW BEAT 11,30.0,149,407,810,0.0011876484560570072
"SP, UK, KARWAR",Ramanagar PS,castle rock,NEW BEAT 13,20.0,149,407,810,0.001264270937092943
"SP, UK, KARWAR",Ramanagar PS,NA VILLAGE,NEW BEAT 22,8.0,149,407,810,0.0007662248103593594
"SP, UK, KARWAR",Ramanagar PS,NOT APPLICABLE,NOT APPLICABLE,1.0,149,407,810,7.662248103593594e-05
"SP, UK, KARWAR",Ramanagar PS,BOREGALI,NEW BEAT 20,10.0,149,407,810,0.0007662248103593594
"SP, UK, KARWAR",Ramanagar PS,RAMALINGA GALLI,NEW BEAT 1,65.0,149,407,810,0.002949965519883534
"SP, UK, KARWAR",Ramanagar PS,SEETAWADA,NEW BEAT 5,56.0,149,407,810,0.002681786836257758
"SP, UK, KARWAR",Ramanagar PS,VAINI,NEW BEAT 14,47.0,149,407,810,0.002681786836257758
"SP, UK, KARWAR",Ramanagar PS,ADALI,NEW BEAT 4,9.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Ramanagar PS,ANNA HAJARE GALLI,NEW BEAT 3,5.0,149,407,810,0.00045973488621561565
"SP, UK, KARWAR",Ramanagar PS,ANAMOD,NEW BEAT 6,49.0,149,407,810,0.0015324496207187188
"SP, UK, KARWAR",Ramanagar PS,AVEDA,NEW BEAT 26,44.0,149,407,810,0.002566853114703854
"SP, UK, KARWAR",Ramanagar PS,KALUMBULI,NEW BEAT 21,21.0,149,407,810,0.001302582177610911
"SP, UK, KARWAR",Ramanagar PS,ASU,NEW BEAT 18,16.0,149,407,810,0.0017623170638265268
"SP, UK, KARWAR",Ramanagar PS,DEVALLI,NEW BEAT 8,23.0,149,407,810,0.0019921845069343345
"SP, UK, KARWAR",Ramanagar PS,AMASHET,NEW BEAT 17,5.0,149,407,810,0.0003831124051796797
"SP, UK, KARWAR",Ramanagar PS,KANEKAR LINE,NEW BEAT 2,7.0,149,407,810,0.0003448011646617117
"SP, UK, KARWAR",Ramanagar PS,ASOLLI,NEW BEAT 25,2.0,149,407,810,0.0002681786836257758
"SP, UK, KARWAR",Ramanagar PS,VARANDA,NEW BEAT 19,1.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Ramanagar PS,VAIJAGAON,NEW BEAT 16,3.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Siddapura PS,melinasarkuli,RURAL BEAT5,94.0,149,407,810,0.0024136081526319824
"SP, UK, KARWAR",Siddapura PS,HARSIKATTA,RURAL BEAT NO 3,88.0,149,407,810,0.002949965519883534
"SP, UK, KARWAR",Siddapura PS,RAVINDRANAGAR,TOWN BEAT 1,106.0,149,407,810,0.0031415217224733736
"SP, UK, KARWAR",Siddapura PS,ADUKATTA,RURAL BEAT 7,291.0,149,407,810,0.004060991494904605
"SP, UK, KARWAR",Siddapura PS,KANSUR,RURAL BEAT 6,108.0,149,407,810,0.0033713891655811814
"SP, UK, KARWAR",Siddapura PS,RAJMARG,TOWN BEAT2,256.0,149,407,810,0.003984369013868669
"SP, UK, KARWAR",Siddapura PS,DUGADIKOPPA,RURAL BEAT2,228.0,149,407,810,0.003639567849206957
"SP, UK, KARWAR",Siddapura PS,HOSAMANJU,BILGI OP BEAT 1,163.0,149,407,810,0.002988276760401502
"SP, UK, KARWAR",Siddapura PS,HOSUR,TOWN BEAT 3,9.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Siddapura PS,SHIRUR,BILGI OP BEAT2,78.0,149,407,810,0.002988276760401502
"SP, UK, KARWAR",Siddapura PS,MANIGAR,BILGI OP BEAT 4,36.0,149,407,810,0.0018772507853804306
"SP, UK, KARWAR",Siddapura PS,HOSUR,RURAL BEAT1,102.0,149,407,810,0.002796720557811662
"SP, UK, KARWAR",Siddapura PS,TUMBARGOD,RURAL BEAT 4,54.0,149,407,810,0.001494138380200751
"SP, UK, KARWAR",Siddapura PS,HEGGARANI,BILGI  OP BEAT 03,79.0,149,407,810,0.0022220519500421422
"SP, UK, KARWAR",Siddapura PS,HEJANI,RURAL BEAT 8,55.0,149,407,810,0.0022986744310780783
"SP, UK, KARWAR",Sirsi New Market PS,Maratikoppa,NewBeat 03,99.0,149,407,810,0.0034480116466171174
"SP, UK, KARWAR",Sirsi New Market PS,Vinayak Colony,NewBeat 02,115.0,149,407,810,0.003907746532832733
"SP, UK, KARWAR",Sirsi New Market PS,Ayyappa Nagar,NewBeat 01,141.0,149,407,810,0.0032564554440272777
"SP, UK, KARWAR",Sirsi New Market PS,GANESH NAGAR,NewBeat 04,77.0,149,407,810,0.002528541874185886
"SP, UK, KARWAR",Sirsi New Market PS,Bhagat singh Road,NewBeat 07,80.0,149,407,810,0.002949965519883534
"SP, UK, KARWAR",Sirsi New Market PS,Marathikoppa,NewBeat 08,83.0,149,407,810,0.0030265880009194696
"SP, UK, KARWAR",Sirsi New Market PS,Jaya Nagar,NewBeat 05,75.0,149,407,810,0.002911654279365566
"SP, UK, KARWAR",Sirsi New Market PS,Muslim Galli,NewBeat 06,56.0,149,407,810,0.0018772507853804306
"SP, UK, KARWAR",Sirsi New Market PS,KHB Colony,NewBeat 17,16.0,149,407,810,0.0010344034939851353
"SP, UK, KARWAR",Sirsi New Market PS,Indiranagar,ZNBeat 26,17.0,149,407,810,0.001302582177610911
"SP, UK, KARWAR",Sirsi New Market PS,Ashok Nagar,ZNBeat 29,10.0,149,407,810,0.0007662248103593594
"SP, UK, KARWAR",Sirsi New Market PS,Sanna Masjid,NewBeat 12,22.0,149,407,810,0.0016090721017546549
"SP, UK, KARWAR",Sirsi New Market PS,Lions Nagar,ZNBeat 46,13.0,149,407,810,0.0008428472913952953
"SP, UK, KARWAR",Sirsi New Market PS,Puttanamane Road,ZNBeat 42,10.0,149,407,810,0.0006896023293234234
"SP, UK, KARWAR",Sirsi New Market PS,Muslimgalli,ZNBeat 31,13.0,149,407,810,0.0015324496207187188
"SP, UK, KARWAR",Sirsi New Market PS,Ayyappa Nagar,NewBeat 16,23.0,149,407,810,0.0016090721017546549
"SP, UK, KARWAR",Sirsi New Market PS,Mahalaxmi Layout,New Beat 20,3.0,149,407,810,0.0004214236456976477
"SP, UK, KARWAR",Sirsi New Market PS,Hosapete Road,ZNBeat 33,17.0,149,407,810,0.0007662248103593594
"SP, UK, KARWAR",Sirsi New Market PS,Vinayak Colony Cross to APMC Cross Left Side,ZNBeat 28,12.0,149,407,810,0.0009194697724312313
"SP, UK, KARWAR",Sirsi New Market PS,Marutigalli,ZNBeat 37,13.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Sirsi New Market PS,Out of Station Limits,Beat 00,1.0,149,407,810,0.00019155620258983985
"SP, UK, KARWAR",Sirsi New Market PS,Ayyappa Nagar Cross Hubli Road Right Side,NewBeat 15,28.0,149,407,810,0.0019921845069343345
"SP, UK, KARWAR",Sirsi New Market PS,Shaktinagar,ZNBeat 32,12.0,149,407,810,0.0011876484560570072
"SP, UK, KARWAR",Sirsi New Market PS,Pragatinagar,ZNBeat 25,6.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Sirsi New Market PS,Stadium Road,NewBeat 19,15.0,149,407,810,0.0011493372155390391
"SP, UK, KARWAR",Sirsi New Market PS,APMC Gate to Stadium Cross Left Side,ZDelBeat 21,12.0,149,407,810,0.0006896023293234234
"SP, UK, KARWAR",Sirsi New Market PS,Vikas Ashram Cross to Maratikoppa Water Tank Right Side,ZNBeat 41,15.0,149,407,810,0.0009577810129491993
"SP, UK, KARWAR",Sirsi New Market PS,Court Road,ZNBeat 34,11.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Sirsi New Market PS,IB to Ganeshnagar Kannada School Left Side,ZNBeat 36,16.0,149,407,810,0.0007662248103593594
"SP, UK, KARWAR",Sirsi New Market PS,Salamath Oni,NewBeat 11,19.0,149,407,810,0.001340893418128879
"SP, UK, KARWAR",Sirsi New Market PS,Bapuji Nagar,ZNBeat 24,8.0,149,407,810,0.0005746686077695196
"SP, UK, KARWAR",Sirsi New Market PS,Jayanagar,ZNBeat 27,3.0,149,407,810,0.00030648992414374375
"SP, UK, KARWAR",Sirsi New Market PS,Shanti Nagar,ZNBeat 22,7.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Sirsi New Market PS,Lidkar Complex,New Beat 10,28.0,149,407,810,0.0008045360508773274
"SP, UK, KARWAR",Sirsi New Market PS,Dundashinagar,ZNBeat 30,3.0,149,407,810,0.0004980461267335836
"SP, UK, KARWAR",Sirsi New Market PS,IB to Ganeshnagar Kannada School Right Side,ZNBeat 35,12.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Sirsi New Market PS,Vikas Ashram Cross to Maratikoppa Water Tank Left Side,ZNBeat 40,17.0,149,407,810,0.0010344034939851353
"SP, UK, KARWAR",Sirsi New Market PS,Gouli Oni,ZNBeat 23,7.0,149,407,810,0.0006512910888054555
"SP, UK, KARWAR",Sirsi New Market PS,Yellapur Naka to Panchavati,ZNBeat 44,11.0,149,407,810,0.0008428472913952953
"SP, UK, KARWAR",Sirsi New Market PS,Gurunagar,ZNBeat 39,1.0,149,407,810,0.00011493372155390391
"SP, UK, KARWAR",Sirsi New Market PS,Basaveshwar Colony,NewBeat 14,36.0,149,407,810,0.002490230633667918
"SP, UK, KARWAR",Sirsi New Market PS,Ambika Colony,ZNBeat 43,12.0,149,407,810,0.001225959696574975
"SP, UK, KARWAR",Sirsi New Market PS,Vivekananda Nagar,NewBeat 18,31.0,149,407,810,0.0019538732664163665
"SP, UK, KARWAR",Sirsi New Market PS,Ayodhya Colony,ZNBeat 47,6.0,149,407,810,0.0005746686077695196
"SP, UK, KARWAR",Sirsi New Market PS,Shalmala Badavane,NewBeat 13,8.0,149,407,810,0.0010727147345031033
"SP, UK, KARWAR",Sirsi New Market PS,Vaddar Oni Left Side,NewBeat 09,9.0,149,407,810,0.0010344034939851353
"SP, UK, KARWAR",Sirsi New Market PS,Lions Nagar,ZNBeat 45,4.0,149,407,810,0.00045973488621561565
"SP, UK, KARWAR",Sirsi New Market PS,KEB Grid,ZNBeat 38,3.0,149,407,810,0.0003831124051796797
"SP, UK, KARWAR",Sirsi Rural PS,HANCHARATA,PS HULEKAL OP RURAL BEAT 1,70.0,149,407,810,0.0016856945827905907
"SP, UK, KARWAR",Sirsi Rural PS,BACHAGAON,NEW BEAT 01,311.0,149,407,810,0.003907746532832733
"SP, UK, KARWAR",Sirsi Rural PS,MUNDAGESARA,NEW BEAT 04,132.0,149,407,810,0.0031415217224733736
"SP, UK, KARWAR",Sirsi Rural PS,JANMANE,PS AMMINALLI OP RURAL BEAT 1,103.0,149,407,810,0.0022986744310780783
"SP, UK, KARWAR",Sirsi Rural PS,BHAIRUMBE,NEW BEAT 02,124.0,149,407,810,0.0034097004060991494
"SP, UK, KARWAR",Sirsi Rural PS,HEEPANALLI,NEW BEAT 03,107.0,149,407,810,0.00264347559573979
"SP, UK, KARWAR",Sirsi Rural PS,KANALLI,PS AMMINALLI OP RURAL BEAT 2,62.0,149,407,810,0.0021454294690062066
"SP, UK, KARWAR",Sirsi Rural PS,KOLIGAR,PS HULEKAL OP RURAL BEAT 2,60.0,149,407,810,0.00283503179832963
"SP, UK, KARWAR",Sirsi Rural PS,DASANGADDE,NEW BEAT 09,28.0,149,407,810,0.0011493372155390391
